object_in_context,name 1,name 2,role 2,who knows dates,note_provenance,name_2,role_2,date_text,subject_temporal,subject_topical,subject_topical 3,subject_topical 2,subject_topical4,subject_geographic,subject_geographical,subject_name,subject_name 2,subject_name 3,subject_name 4,title,related_title,project_title,abstract,local_identifier 1,local_identifier 2,rights,item_type,note_public,oai_identifier,related_note,related_identifier,record_source
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/780,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Lichtenstern & Harari,photographer,Modern Period,Modern Period, ,,,,Cairo (Egypt),,,,,,"View of Cairo, Mosque of Mohammed Ali in Background","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"View of Cairo, Mosque of Mohammed Ali in Background",egypt199,A1: 161 C136 1C,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_780,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/728,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,New Kingdom - Dynasty XIX,New Kingdom - Dynasty XIX,Temples--Egypt,Statues--Egypt,,,Karnak (Egypt),,"Temple of Amon (Karnak, Egypt)",,,,"Side View, Statue of Rameses II, Temple of Amen","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Side View, Statue of Rameses II, Temple of Amen",egypt145,A1: 121 L977 2L,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_728,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/662,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown Photographer,photographer,Middle Kingdom - Dynasty XII,Middle Kingdom - Dynasty XII,Statues--Egypt,Soldiers--Egypt,,,Asyūṭ (Egypt),,Gizeh Museum.,,,,Model of Soldiers,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"The model army of painted wooden Egyptian and Nubian soldiers seems to advance in their display in the Gizeh Museum.  At the left forty Nubians carry bows and arrows, and at the right forty Egyptians carry spears and ox-hide shields.  The warriors were found at Assiut, entombed at the side of the important official Mesehti, Nomarch and military commander of Egypt.",egypt078,A1: 621 12th dyn. 1,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_662,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/618,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1996,Donated by the Friends of Egyptology in 1996.,Bonfils Family,photographer,New Kingdom - Dynasty XX,New Kingdom - Dynasty XX,Temples--Egypt,,,,Medinet Habu Site (Egypt),," 	Temple of Ramses III (Medinet Habu Site, Egypt)",,,,Lesser Temple of Rameses III,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"A longview of the smaller temple begun by Thutmose III and Queen Hatshepsut in Dynasty XVIII and later completed by Thutmose III after he became sole ruler.  Alterations and additions were made by subsequent pharaohs particularly Rameses III.  At the left are two central columns with elaborate floral capitals and high screens that are preserved from a colonnade that once faced the First Court.  One of the gateways into the First Court bears an inscription with the name of Antoninus Pius, a Roman emperor in A.D. 138-161, attesting to additions in the Roman Period.",egypt034,1996.10.16,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_618,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/804,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.," 	Brugsch-Bey, Emil, 1842-",photographer,New Kingdom - Dynasty XIX,New Kingdom - Dynasty XIX,Relief (Art)--Egypt.,,,,,,Princess Bent'anta,Gizeh Museum.,,,Relief of Princess Bintanat (plaster copy),"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Relief of Princess Bintanat (plaster copy),egypt223,A1: 545,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,Uncertain about the creator's identity. Consider named creator as questionable.,egy_804,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/597,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934., 	Adelphoi Zangaki (Firm),photographer,Old Kingdom - Dynasty IV,Old Kingdom - Dynasty IV,Pyramids of Giza (Egypt),Great Sphinx (Egypt),,,Jīzah (Egypt),,,,,,Sphinx and Pyramid of Khafre,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Almost all of the original white Tura limestone casing is missing, but some upper courses remain intact.  The wind-swept Sphinx has been freed of the continuous encroachment of sane numerous times since the days of Thutmose IV.  Clearing was done again beginning as early as the Ptolemaic Period, and in Roman times.  At the beginning of the Nineteenth Century the sands of time buried the Sphinx up to the shoulders.  It was cleared in 1818 by Giovanni Caviglia, an Italian explorer; in 1886 under the French Egyptologist Gaston Maspero (1846-1916); and again in 1925-1926 by Emile Baraize, a French archaeologist.  This photograph was probably taken sometime before the clearance by Maspero.",egypt013,A1: 121 C136 1P,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_597,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/777,"Frank H. McClung Museum (Knoxville, Tenn) | host institution","Young, Marcia S.",donor,,Donated by Marcia S. Young in 1992.,Unknown,photographer,Modern Period (A.D. 1857),Modern Period (A.D. 1857),Mosques--Egypt--Cairo.,,,,,,"Mosque of Muhammad Ali Pasha (Cairo, Egypt)",,,,"Interior, Mosque of Mohammad Ali","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt.,"Interior, Mosque of Mohammad Ali",egypt196,02/01/55,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_777,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/731,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,New Kingdom - Dynasty XVIII,New Kingdom - Dynasty XVIII,Temples--Egypt,,,,Karnak (Egypt),,"Temple of Amon (Karnak, Egypt)",,,,"Forecourt of Amenhotep III, Temple of Amen","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Forecourt of Amenhotep III, Temple of Amen",egypt148,A1: 121 L977 3A,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_731,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/611,"Frank H. McClung Museum (Knoxville, Tenn) | host institution","Young, Marcia S.",donor,,Donated by Marcia S. Young in 1992.,Edition Photoglob,photographer,New Kingdom - Dynasty XVIII,New Kingdom - Dynasty XVIII,"Sculpture, Egyptian--Egypt--Thebes (Extinct city)",,,,Thebes (Extinct city),,"Amenhotep III, King of Egypt",,,,"Colossi of Memnon, Site of Temple of Amenhotep III","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Two gigantic, weather beaten, sandstone colossi loom above the sands on the West Bank of the Nile at Thebes.  They are statues of Amenhotep III--son of Thutmose IV and father of the monotheist pharaoh Amenhotep IV, called Ikhnaton.  Next to the pharaoh's leg is the figure of his Great Royal Wife, Tiye.  The colossi, which originally decorated the front of the pharaoh's mortuary temple, are all that remain. Amenhotep III ruled over the most sumptuous court of the Mediterranean world.  He had long and peaceful reign of thirty-eight years.  The statues are mistakenly called the ""Colossi of Memnon"" after a mythical Ethiopian king who fought at Troy and was killed by Achilles.",egypt027,10/655,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_611,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/792,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934., 	Adelphoi Zangaki (Firm),photographer,Modern Period,Modern Period,Transportation--Egypt,Camels--Egypt,,,,,,,,,Two Camels and Riders,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",,`Zangaki N 501 Chameause de voyage`.,egypt211,A1: 161 C136 1C,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_792,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/722,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1996,Donated by the Friends of Egyptology in 1996.,"George, D. S.",photographer,Modern Period (A.D. 1900),Modern Period (A.D. 1900), 	Tombs--Egypt,,,, 	Aswan Dam (Egypt),,"Temple of Isis (Aswan, Egypt)",,,,Temple of Isis from Island of Bigga with Assuan Barrage Construction Buildings,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Temple of Isis from Island of Bigga with Assuan Barrage Construction Buildings,egypt139,09/09/96,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_722,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/744,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,"Dittrich, P., active 1880-1918",photographer,Late Period - Dynasty XXV,Late Period - Dynasty XXV,Temples--Egypt.,,,,Karnak (Egypt),," 	Temple of Amon (Karnak, Egypt)",,,,"Column of King Taharka, Last Surviving of Original 10","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt.,"Column of King Taharka, Last Surviving of Original 10",egypt161,Au-803,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_744,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,,Karnak - (East Thebes),temple,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/612,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1995,Donated by the Friends of Egyptology in 1995., 	Adelphoi Zangaki (Firm),photographer,New Kingdom - Dynasty XIX,New Kingdom - Dynasty XIX, 	Tombs--Egypt,"Relief (Sculpture), Egyptian--Egypt--Valley of the Kings", 	Khepri (Egyptian deity),Khnum (Egyptian deity), 	Valley of the Kings (Egypt),,"Seti I, King of Egypt",,,,"Wall Relief of Gods Khepra and Khnum, Tomb of Seti II","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"The sun disk bears two important gods, Khepera and Khnum in the corridor to the burial chamber of Seti I, father of Rameses II. The gods precede the beginning of the Sun Litany, a nymn to the sun god which decorated most royal tombs.  Khepera, the rising sun, or renewed life, is depicted as a large beetle.  The ram-headed Khnum is the great creator of heaven, earth, and who with clay made the gods and human-kind on his potter's wheel.  The tomb is one of six royal tombs in the Valley of the Kings, first discovered by the Italian excavator and explorer Giovanni Battista Belzoni (1778-1823) in 1817.  Belzoni made was impressions of the inscriptions and reliefs and indicated the colors at a time when the science of archaeology was in its infancy.",egypt028,1996.10.11,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_612,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/779,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934., 	Adelphoi Zangaki (Firm),photographer,14th Century (A.D. 1362),,Mosques--Egypt--Cairo.,,,,Cairo (Egypt),,,,,,Mosque of Sultan Hasan from the Citadel,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Mosque of Sultan Hasan from the Citadel,egypt198,A1: 161 C136 1C,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_779,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/647,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1997,Donated by the Friends of Egyptology in 1997,"Frith, Francis",photographer,Ptolemaic-Roman Periods,Ptolemaic-Roman Periods,Temples--Egypt,Serapis (Egyptian deity),,,,,,,,,Temple of Serapis,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Temple of Serapis,egypt063,1997.5.25,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_647,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/614,"Frank H. McClung Museum (Knoxville, Tenn) | host institution","Young, Marcia S.",donor,,Donated by Marcia S. Young in 1992.,G. Lékégian & Co.,photographer,New Kingdom - Dynasty XVIII,New Kingdom - Dynasty XVIII, 	Tombs--Egypt,Hathor (Egyptian deity),,,Deir el-Bahri Site (Egypt),, 	Temple of Hatshepsut (Egypt),,,,"Shrine of Hathor, Temple of Queen Hatshepsut","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt.,"Shrine of Hathor, Temple of Queen Hatshepsut",egypt030,11/685,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_614,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/815,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Anonymous,donor,2005,,"Sébah, Pascal, 1823-1886",photographer,Late Period (?),Late Period (?),Ushabti--Egypt,Idols and images--Egypt,Figurines,Khonsu (Egyptian deity),,,Giza Museum,,,,"Statuettes of Khonsu (foreground), Son of Amen and Mut","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Statuettes of Khonsu (foreground), Son of Amen and Mut",egypt234,06/01/05,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_815,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
